Gene,V,F,R,T,O_max
Gene_3370,1.0,8.0,3.4071294559099434,8.5,0
Gene_3369,1.0,8.0,4.846153846153846,8.5,0
Gene_3368,1.0,8.0,5.120075046904315,8.5,0
Gene_3367,1.0,8.0,6.141651031894934,8.5,0
Gene_3366,1.0,8.0,3.4455909943714818,8.5,0
Gene_3365,1.0,8.0,4.294559099437148,8.5,0
Gene_3364,1.0,8.0,4.825515947467167,8.5,0
Gene_3363,1.0,8.0,5.731707317073171,8.5,0
Gene_3362,1.0,8.0,5.414634146341464,8.5,0
Gene_3361,1.0,8.0,5.0206378986866795,8.5,0
Gene_3360,1.0,8.0,7.070356472795498,8.5,0
Gene_3391,1.0,8.0,4.391181988742964,8.5,0
Gene_3390,1.0,8.0,4.9399624765478425,8.5,0
Gene_3389,1.0,8.0,3.5619136960600373,8.5,0
Gene_3388,1.0,8.0,3.5628517823639774,8.5,0
Gene_3387,1.0,8.0,6.055347091932458,8.5,0
Gene_3386,1.0,8.0,5.446529080675422,8.5,0
Gene_3385,1.0,8.0,3.8348968105065664,8.5,0
Gene_3384,1.0,8.0,5.893996247654785,8.5,0
Gene_3383,1.0,8.0,4.652908067542214,8.5,0
Gene_3382,1.0,8.0,5.370544090056285,8.5,0
Gene_3381,1.0,8.0,5.99906191369606,8.5,0
Gene_3380,1.0,8.0,3.8048780487804876,8.5,0
Gene_3379,1.0,8.0,5.011257035647279,8.5,0
Gene_3378,1.0,8.0,4.853658536585366,8.5,0
Gene_3377,1.0,8.0,4.8123827392120075,8.5,0
Gene_3376,1.0,8.0,4.149155722326454,8.5,0
Gene_3407,1.0,8.0,4.430581613508442,8.5,0
Gene_3406,1.0,8.0,4.1557223264540335,8.5,0
Gene_3405,1.0,8.0,5.263602251407129,8.5,0
Gene_3404,1.0,8.0,5.26454033771107,8.5,0
Gene_3403,1.0,8.0,5.6360225140712945,8.5,0
Gene_3402,1.0,8.0,5.27767354596623,8.5,0
Gene_3401,1.0,8.0,5.081613508442777,8.5,0
Gene_3400,1.0,8.0,5.6360225140712945,8.5,0
Gene_3399,1.0,8.0,6.011257035647279,8.5,0
Gene_3398,1.0,8.0,3.557223264540337,8.5,0
Gene_3397,1.0,8.0,6.001876172607881,8.5,0
Gene_3396,1.0,8.0,5.76829268292683,8.5,0
Gene_3395,1.0,8.0,4.426829268292683,8.5,0
Gene_3394,1.0,8.0,3.9380863039399623,8.5,0
Gene_3393,1.0,8.0,2.556285178236397,8.5,0
Gene_3392,1.0,8.0,4.381801125703565,8.5,0
Gene_3423,1.0,8.0,4.304878048780488,8.5,0
Gene_3422,1.0,8.0,5.138836772983114,8.5,0
Gene_3421,1.0,8.0,5.1604127579737336,8.5,0
Gene_3420,1.0,8.0,5.627579737335835,8.5,0
Gene_3419,1.0,8.0,5.333020637898686,8.5,0
Gene_3418,1.0,8.0,4.190431519699812,8.5,0
Gene_3417,1.0,8.0,5.194183864915573,8.5,0
Gene_3416,1.0,8.0,4.635084427767355,8.5,0
Gene_3415,1.0,8.0,5.121013133208256,8.5,0
Gene_3414,1.0,8.0,4.924953095684803,8.5,0
Gene_3413,1.0,8.0,4.936210131332083,8.5,0
Gene_3412,1.0,8.0,6.542213883677299,8.5,0
Gene_3411,1.0,8.0,3.7786116322701684,8.5,0
Gene_3410,1.0,8.0,4.3639774859287055,8.5,0
Gene_3409,1.0,8.0,6.046904315196998,8.5,0
Gene_3408,1.0,8.0,4.314258911819887,8.5,0
Gene_3439,1.0,8.0,4.123827392120075,8.5,0
Gene_3438,1.0,8.0,5.328330206378987,8.5,0
Gene_3437,1.0,8.0,6.27392120075047,8.5,0
Gene_3436,1.0,8.0,5.823639774859287,8.5,0
Gene_3435,1.0,8.0,3.4624765478424013,8.5,0
Gene_3434,1.0,8.0,4.3639774859287055,8.5,0
Gene_3433,1.0,8.0,3.909005628517823,8.5,0
Gene_3432,1.0,8.0,5.553470919324578,8.5,0
Gene_3431,1.0,8.0,4.877110694183865,8.5,0
Gene_3430,1.0,8.0,3.9183864915572233,8.5,0
Gene_3429,1.0,8.0,4.9953095684803,8.5,0
Gene_3428,1.0,8.0,4.125703564727955,8.5,0
Gene_3427,1.0,8.0,5.861163227016886,8.5,0
Gene_3426,1.0,8.0,4.4990619136960595,8.5,0
Gene_3425,1.0,8.0,4.532833020637899,8.5,0
Gene_3424,1.0,8.0,5.0994371482176355,8.5,0
Gene_3455,1.0,8.0,4.9718574108818006,8.5,0
Gene_3454,1.0,8.0,4.791744840525328,8.5,0
Gene_3453,1.0,8.0,5.575046904315197,8.5,0
Gene_3452,1.0,8.0,6.430581613508444,8.5,0
Gene_3451,1.0,8.0,5.273921200750468,8.5,0
Gene_3450,1.0,8.0,4.886491557223264,8.5,0
Gene_3449,1.0,8.0,4.045028142589119,8.5,0
Gene_3448,1.0,8.0,5.120075046904315,8.5,0
Gene_3447,1.0,8.0,4.393996247654784,8.5,0
Gene_3446,1.0,8.0,4.796435272045028,8.5,0
Gene_3445,1.0,8.0,5.598499061913697,8.5,0
Gene_3444,1.0,8.0,5.4399624765478425,8.5,0
Gene_3443,1.0,8.0,5.065666041275797,8.5,0
Gene_3442,1.0,8.0,6.437148217636023,8.5,0
Gene_3441,1.0,8.0,5.74296435272045,8.5,0
Gene_3440,1.0,8.0,5.229831144465291,8.5,0
Gene_3471,1.0,8.0,5.130393996247655,8.5,0
Gene_3470,1.0,8.0,3.6463414634146343,8.5,0
Gene_3469,1.0,8.0,5.363039399624765,8.5,0
Gene_3468,1.0,8.0,5.073170731707317,8.5,0
Gene_3467,1.0,8.0,5.52439024390244,8.5,0
Gene_3466,1.0,8.0,4.2757973733583485,8.5,0
Gene_3465,1.0,8.0,5.157598499061914,8.5,0
Gene_3464,1.0,8.0,6.1238273921200745,8.5,0
Gene_3463,1.0,8.0,3.723264540337711,8.5,0
Gene_3462,1.0,8.0,3.99718574108818,8.5,0
Gene_3461,1.0,8.0,4.5234521575984985,8.5,0
Gene_3460,1.0,8.0,4.073170731707317,8.5,0
Gene_3459,1.0,8.0,4.266416510318949,8.5,0
Gene_3458,1.0,8.0,5.795497185741088,8.5,0
Gene_3457,1.0,8.0,4.476547842401501,8.5,0
Gene_3456,1.0,8.0,4.9596622889305815,8.5,0
Gene_3487,1.0,8.0,4.787054409005628,8.5,0
Gene_3486,1.0,8.0,4.8076923076923075,8.5,0
Gene_3485,1.0,8.0,2.3067542213883674,8.5,0
Gene_3484,1.0,8.0,4.141651031894934,8.5,0
Gene_3483,1.0,8.0,4.454971857410881,8.5,0
Gene_3482,1.0,8.0,4.968105065666041,8.5,0
Gene_3481,1.0,8.0,4.777673545966229,8.5,0
Gene_3480,1.0,8.0,5.183864915572233,8.5,0
Gene_3479,1.0,8.0,4.670731707317072,8.5,0
Gene_3478,1.0,8.0,5.901500938086304,8.5,0
Gene_3477,1.0,8.0,6.058161350844278,8.5,0
Gene_3476,1.0,8.0,6.379924953095685,8.5,0
Gene_3475,1.0,8.0,4.238273921200751,8.5,0
Gene_3474,1.0,8.0,5.571294559099437,8.5,0
Gene_3473,1.0,8.0,3.9690431519699807,8.5,0
Gene_3472,1.0,8.0,5.50375234521576,8.5,0
Gene_3503,1.0,8.0,4.22701688555347,8.5,0
Gene_3502,1.0,8.0,5.004690431519699,8.5,0
Gene_3501,1.0,8.0,3.7166979362101316,8.5,0
Gene_3500,1.0,8.0,5.110694183864916,8.5,0
Gene_3499,1.0,8.0,4.528142589118199,8.5,0
Gene_3498,1.0,8.0,6.139774859287055,8.5,0
Gene_3497,1.0,8.0,5.803001876172607,8.5,0
Gene_3496,1.0,8.0,6.275797373358349,8.5,0
Gene_3495,1.0,8.0,4.664165103189493,8.5,0
Gene_3494,1.0,8.0,5.795497185741088,8.5,0
Gene_3493,1.0,8.0,6.042213883677299,8.5,0
Gene_3492,1.0,8.0,3.4915572232645404,8.5,0
Gene_3491,1.0,8.0,5.159474671669794,8.5,0
Gene_3490,1.0,8.0,5.675422138836773,8.5,0
Gene_3489,1.0,8.0,5.150093808630394,8.5,0
Gene_3488,1.0,8.0,5.402439024390244,8.5,0
Gene_3519,1.0,8.0,4.182926829268292,8.5,0
Gene_3518,1.0,8.0,5.384615384615384,8.5,0
Gene_3517,1.0,8.0,4.893058161350845,8.5,0
Gene_3516,1.0,8.0,5.713883677298312,8.5,0
Gene_3515,1.0,8.0,4.379924953095685,8.5,0
Gene_3514,1.0,8.0,5.569418386491557,8.5,0
Gene_3513,1.0,8.0,3.869606003752345,8.5,0
Gene_3512,1.0,8.0,4.9005628517823645,8.5,0
Gene_3511,1.0,8.0,4.050656660412758,8.5,0
Gene_3510,1.0,8.0,4.7439024390243905,8.5,0
Gene_3509,1.0,8.0,4.394934333958725,8.5,0
Gene_3508,1.0,8.0,6.511257035647279,8.5,0
Gene_3507,1.0,8.0,6.387429643527205,8.5,0
Gene_3506,1.0,8.0,4.166041275797373,8.5,0
Gene_3505,1.0,8.0,5.4793621013133205,8.5,0
Gene_3504,1.0,8.0,5.4399624765478425,8.5,0
Gene_3535,1.0,8.0,5.297373358348968,8.5,0
Gene_3534,1.0,8.0,4.885553470919325,8.5,0
Gene_3533,1.0,8.0,5.148217636022514,8.5,0
Gene_3532,1.0,8.0,6.01782363977486,8.5,0
Gene_3531,1.0,8.0,5.288930581613509,8.5,0
Gene_3530,1.0,8.0,4.9230769230769225,8.5,0
Gene_3529,1.0,8.0,5.272045028142589,8.5,0
Gene_3528,1.0,8.0,5.638836772983114,8.5,0
Gene_3527,1.0,8.0,5.633208255159474,8.5,0
Gene_3526,1.0,8.0,4.01500938086304,8.5,0
Gene_3525,1.0,8.0,5.109756097560975,8.5,0
Gene_3524,1.0,8.0,5.080675422138837,8.5,0
Gene_3523,1.0,8.0,4.076923076923077,8.5,0
Gene_3522,1.0,8.0,6.571294559099438,8.5,0
Gene_3521,1.0,8.0,5.089118198874296,8.5,0
Gene_3520,1.0,8.0,5.179174484052533,8.5,0
Gene_3551,1.0,8.0,4.8836772983114445,8.5,0
Gene_3550,1.0,8.0,4.301125703564727,8.5,0
Gene_3549,1.0,8.0,3.7589118198874294,8.5,0
Gene_3548,1.0,8.0,5.218574108818012,8.5,0
Gene_3547,1.0,8.0,5.4005628517823645,8.5,0
Gene_3546,1.0,8.0,4.48968105065666,8.5,0
Gene_3545,1.0,8.0,4.471857410881801,8.5,0
Gene_3544,1.0,8.0,4.909005628517823,8.5,0
Gene_3543,1.0,8.0,2.6425891181988743,8.5,0
Gene_3542,1.0,8.0,4.673545966228893,8.5,0
Gene_3541,1.0,8.0,6.369606003752346,8.5,0
Gene_3540,1.0,8.0,5.24859287054409,8.5,0
Gene_3539,1.0,8.0,5.308630393996248,8.5,0
Gene_3538,1.0,8.0,5.723264540337711,8.5,0
Gene_3537,1.0,8.0,5.469043151969981,8.5,0
Gene_3536,1.0,8.0,4.599437148217636,8.5,0
Gene_3567,1.0,8.0,4.411819887429643,8.5,0
Gene_3566,1.0,8.0,5.931519699812383,8.5,0
Gene_3565,1.0,8.0,4.381801125703565,8.5,0
Gene_3564,1.0,8.0,4.837711069418386,8.5,0
Gene_3563,1.0,8.0,3.770168855534709,8.5,0
Gene_3562,1.0,8.0,5.9155722326454026,8.5,0
Gene_3561,1.0,8.0,5.047842401500938,8.5,0
Gene_3560,1.0,8.0,6.241088180112571,8.5,0
Gene_3559,1.0,8.0,5.105065666041276,8.5,0
Gene_3558,1.0,8.0,3.24108818011257,8.5,0
Gene_3557,1.0,8.0,4.898686679174484,8.5,0
Gene_3556,1.0,8.0,4.331144465290807,8.5,0
Gene_3555,1.0,8.0,4.4906191369606,8.5,0
Gene_3554,1.0,8.0,5.216697936210132,8.5,0
Gene_3553,1.0,8.0,4.106003752345216,8.5,0
Gene_3552,1.0,8.0,5.7195121951219505,8.5,0
Gene_3583,1.0,8.0,5.030018761726078,8.5,0
Gene_3582,1.0,8.0,5.054409005628518,8.5,0
Gene_3581,1.0,8.0,3.612570356472795,8.5,0
Gene_3580,1.0,8.0,5.317073170731708,8.5,0
Gene_3579,1.0,8.0,4.772045028142589,8.5,0
Gene_3578,1.0,8.0,6.874296435272045,8.5,0
Gene_3577,1.0,8.0,6.140712945590995,8.5,0
Gene_3576,1.0,8.0,4.446529080675422,8.5,0
Gene_3575,1.0,8.0,4.766416510318949,8.5,0
Gene_3574,1.0,8.0,5.152908067542214,8.5,0
Gene_3573,1.0,8.0,3.4493433395872417,8.5,0
Gene_3572,1.0,8.0,5.433395872420262,8.5,0
Gene_3571,1.0,8.0,4.878048780487805,8.5,0
Gene_3570,1.0,8.0,3.99437148217636,8.5,0
Gene_3569,1.0,8.0,4.273921200750469,8.5,0
Gene_3568,1.0,8.0,4.659474671669794,8.5,0
Gene_3599,1.0,8.0,3.6679174484052535,8.5,0
Gene_3598,1.0,8.0,6.175422138836773,8.5,0
Gene_3597,1.0,8.0,5.001876172607879,8.5,0
Gene_3596,1.0,8.0,3.5272045028142585,8.5,0
Gene_3595,1.0,8.0,5.969043151969982,8.5,0
Gene_3594,1.0,8.0,3.7560975609756095,8.5,0
Gene_3593,1.0,8.0,5.52532833020638,8.5,0
Gene_3592,1.0,8.0,4.281425891181988,8.5,0
Gene_3591,1.0,8.0,3.466228893058161,8.5,0
Gene_3590,1.0,8.0,4.818011257035647,8.5,0
Gene_3589,1.0,8.0,6.8977485928705455,8.5,0
Gene_3588,1.0,8.0,4.272983114446529,8.5,0
Gene_3587,1.0,8.0,3.23264540337711,8.5,0
Gene_3586,1.0,8.0,3.850844277673546,8.5,0
Gene_3585,1.0,8.0,4.963414634146341,8.5,0
Gene_3584,1.0,8.0,3.068480300187617,8.5,0
Gene_3615,1.0,8.0,4.382739212007505,8.5,0
Gene_3614,1.0,8.0,5.26078799249531,8.5,0
Gene_3613,1.0,8.0,4.673545966228893,8.5,0
Gene_3612,1.0,8.0,4.141651031894934,8.5,0
Gene_3611,1.0,8.0,5.660412757973734,8.5,0
Gene_3610,1.0,8.0,4.088180112570356,8.5,0
Gene_3609,1.0,8.0,5.128517823639775,8.5,0
Gene_3608,1.0,8.0,4.893996247654784,8.5,0
Gene_3607,1.0,8.0,5.50844277673546,8.5,0
Gene_3606,1.0,8.0,5.571294559099437,8.5,0
Gene_3605,1.0,8.0,3.717636022514071,8.5,0
Gene_3604,1.0,8.0,4.902439024390244,8.5,0
Gene_3603,1.0,8.0,5.948405253283302,8.5,0
Gene_3602,1.0,8.0,4.73827392120075,8.5,0
Gene_3601,1.0,8.0,3.0187617260787993,8.5,0
Gene_3600,1.0,8.0,5.151969981238274,8.5,0
Gene_3631,1.0,8.0,4.7120075046904315,8.5,0
Gene_3630,1.0,8.0,4.462476547842401,8.5,0
Gene_3629,1.0,8.0,4.733583489681051,8.5,0
Gene_3628,1.0,8.0,5.128517823639775,8.5,0
Gene_3627,1.0,8.0,4.929643527204503,8.5,0
Gene_3626,1.0,8.0,3.8480300187617256,8.5,0
Gene_3625,1.0,8.0,4.563789868667917,8.5,0
Gene_3624,1.0,8.0,3.6341463414634143,8.5,0
Gene_3623,1.0,8.0,5.460600375234521,8.5,0
Gene_3622,1.0,8.0,6.154784240150094,8.5,0
Gene_3621,1.0,8.0,5.191369606003753,8.5,0
Gene_3620,1.0,8.0,5.393058161350845,8.5,0
Gene_3619,1.0,8.0,6.829268292682928,8.5,0
Gene_3618,1.0,8.0,5.396810506566604,8.5,0
Gene_3617,1.0,8.0,6.140712945590995,8.5,0
Gene_3616,1.0,8.0,4.056285178236397,8.5,0
Gene_3647,1.0,8.0,4.038461538461538,8.5,0
Gene_3646,1.0,8.0,4.774859287054409,8.5,0
Gene_3645,1.0,8.0,5.530956848030018,8.5,0
Gene_3644,1.0,8.0,4.9840525328330205,8.5,0
Gene_3643,1.0,8.0,5.929643527204503,8.5,0
Gene_3642,1.0,8.0,6.044090056285178,8.5,0
Gene_3641,1.0,8.0,4.4202626641651035,8.5,0
Gene_3640,1.0,8.0,6.199812382739212,8.5,0
Gene_3639,1.0,8.0,4.388367729831144,8.5,0
Gene_3638,1.0,8.0,4.058161350844277,8.5,0
Gene_3637,1.0,8.0,4.23733583489681,8.5,0
Gene_3636,1.0,8.0,4.7363977485928705,8.5,0
Gene_3635,1.0,8.0,5.587242026266416,8.5,0
Gene_3634,1.0,8.0,5.3714821763602245,8.5,0
Gene_3633,1.0,8.0,4.803001876172608,8.5,0
Gene_3632,1.0,8.0,5.046904315196999,8.5,0
Gene_3663,1.0,8.0,4.229831144465291,8.5,0
Gene_3662,1.0,8.0,4.9643527204502815,8.5,0
Gene_3661,1.0,8.0,3.466228893058161,8.5,0
Gene_3660,1.0,8.0,6.322701688555348,8.5,0
Gene_3659,1.0,8.0,4.524390243902439,8.5,0
Gene_3658,1.0,8.0,5.329268292682928,8.5,0
Gene_3657,1.0,8.0,5.595684803001876,8.5,0
Gene_3656,1.0,8.0,5.6726078799249535,8.5,0
Gene_3655,1.0,8.0,3.8273921200750465,8.5,0
Gene_3654,1.0,8.0,4.125703564727955,8.5,0
Gene_3653,1.0,8.0,4.778611632270168,8.5,0
Gene_3652,1.0,8.0,5.258911819887429,8.5,0
Gene_3651,1.0,8.0,3.5075046904315195,8.5,0
Gene_3650,1.0,8.0,3.681050656660412,8.5,0
Gene_3649,1.0,8.0,3.4015009380863037,8.5,0
Gene_3648,1.0,8.0,4.466228893058161,8.5,0
Gene_3679,1.0,8.0,5.845215759849907,8.5,0
Gene_3678,1.0,8.0,4.526266416510319,8.5,0
Gene_3677,1.0,8.0,5.337711069418386,8.5,0
Gene_3676,1.0,8.0,4.211069418386492,8.5,0
Gene_3675,1.0,8.0,5.276735459662289,8.5,0
Gene_3674,1.0,8.0,4.834896810506566,8.5,0
Gene_3673,1.0,8.0,4.2317073170731705,8.5,0
Gene_3672,1.0,8.0,6.26266416510319,8.5,0
Gene_3671,1.0,8.0,6.854596622889306,8.5,0
Gene_3670,1.0,8.0,4.821763602251407,8.5,0
Gene_3669,1.0,8.0,3.8874296435272044,8.5,0
Gene_3668,1.0,8.0,4.1754221388367725,8.5,0
Gene_3667,1.0,8.0,5.148217636022514,8.5,0
Gene_3666,1.0,8.0,4.821763602251407,8.5,0
Gene_3665,1.0,8.0,5.6041275797373356,8.5,0
Gene_3664,1.0,8.0,5.448405253283301,8.5,0
Gene_3695,1.0,8.0,5.139774859287054,8.5,0
Gene_3694,1.0,8.0,4.598499061913696,8.5,0
Gene_3693,1.0,8.0,5.776735459662289,8.5,0
Gene_3692,1.0,8.0,5.865853658536585,8.5,0
Gene_3691,1.0,8.0,4.571294559099437,8.5,0
Gene_3690,1.0,8.0,4.762664165103189,8.5,0
Gene_3689,1.0,8.0,5.064727954971858,8.5,0
Gene_3688,1.0,8.0,4.399624765478424,8.5,0
Gene_3687,1.0,8.0,4.772983114446529,8.5,0
Gene_3686,1.0,8.0,4.774859287054409,8.5,0
Gene_3685,1.0,8.0,5.142589118198875,8.5,0
Gene_3684,1.0,8.0,4.0403377110694185,8.5,0
Gene_3683,1.0,8.0,4.393058161350844,8.5,0
Gene_3682,1.0,8.0,5.8198874296435275,8.5,0
Gene_3681,1.0,8.0,4.578799249530957,8.5,0
Gene_3680,1.0,8.0,5.288930581613509,8.5,0
Gene_3711,1.0,8.0,5.575984990619137,8.5,0
Gene_3710,1.0,8.0,4.8836772983114445,8.5,0
Gene_3709,1.0,8.0,5.867729831144466,8.5,0
Gene_3708,1.0,8.0,5.149155722326454,8.5,0
Gene_3707,1.0,8.0,6.210131332082551,8.5,0
Gene_3706,1.0,8.0,3.4615384615384617,8.5,0
Gene_3705,1.0,8.0,4.121951219512195,8.5,0
Gene_3704,1.0,8.0,4.527204502814259,8.5,0
Gene_3703,1.0,8.0,4.388367729831144,8.5,0
Gene_3702,1.0,8.0,3.7814258911819887,8.5,0
Gene_3701,1.0,8.0,3.4924953095684796,8.5,0
Gene_3700,1.0,8.0,5.059099437148218,8.5,0
Gene_3699,1.0,8.0,4.871482176360225,8.5,0
Gene_3698,1.0,8.0,5.466228893058162,8.5,0
Gene_3697,1.0,8.0,5.75984990619137,8.5,0
Gene_3696,1.0,8.0,6.472795497185741,8.5,0
Gene_3727,1.0,8.0,5.48968105065666,8.5,0
Gene_3726,1.0,8.0,5.635084427767355,8.5,0
Gene_3725,1.0,8.0,3.865853658536585,8.5,0
Gene_3724,1.0,8.0,5.164165103189493,8.5,0
Gene_3723,1.0,8.0,6.27392120075047,8.5,0
Gene_3722,1.0,8.0,3.588180112570356,8.5,0
Gene_3721,1.0,8.0,6.366791744840525,8.5,0
Gene_3720,1.0,8.0,4.203564727954971,8.5,0
Gene_3719,1.0,8.0,4.3836772983114445,8.5,0
Gene_3718,1.0,8.0,4.318949343339588,8.5,0
Gene_3717,1.0,8.0,5.443714821763602,8.5,0
Gene_3716,1.0,8.0,7.530018761726078,8.5,0
Gene_3715,1.0,8.0,3.1622889305816138,8.5,0
Gene_3714,1.0,8.0,4.8076923076923075,8.5,0
Gene_3713,1.0,8.0,5.279549718574109,8.5,0
Gene_3712,1.0,8.0,5.425891181988743,8.5,0
Gene_3743,1.0,8.0,3.7317073170731705,8.5,0
Gene_3742,1.0,8.0,4.803001876172608,8.5,0
Gene_3741,1.0,8.0,4.804878048780488,8.5,0
Gene_3740,1.0,8.0,4.282363977485929,8.5,0
Gene_3739,1.0,8.0,5.25984990619137,8.5,0
Gene_3738,1.0,8.0,5.148217636022514,8.5,0
Gene_3737,1.0,8.0,5.550656660412758,8.5,0
Gene_3736,1.0,8.0,5.595684803001876,8.5,0
Gene_3735,1.0,8.0,4.76078799249531,8.5,0
Gene_3734,1.0,8.0,5.101313320825516,8.5,0
Gene_3733,1.0,8.0,4.678236397748593,8.5,0
Gene_3732,1.0,8.0,5.354596622889306,8.5,0
Gene_3731,1.0,8.0,4.912757973733584,8.5,0
Gene_3730,1.0,8.0,5.439024390243903,8.5,0
Gene_3729,1.0,8.0,4.235459662288931,8.5,0
Gene_3728,1.0,8.0,4.809568480300188,8.5,0
Gene_3759,1.0,8.0,5.287054409005628,8.5,0
Gene_3758,1.0,8.0,5.347091932457786,8.5,0
Gene_3757,1.0,8.0,5.971857410881801,8.5,0
Gene_3756,1.0,8.0,3.943714821763602,8.5,0
Gene_3755,1.0,8.0,5.5140712945591,8.5,0
Gene_3754,1.0,8.0,3.702626641651032,8.5,0
Gene_3753,1.0,8.0,4.803001876172608,8.5,0
Gene_3752,1.0,8.0,6.215759849906192,8.5,0
Gene_3751,1.0,8.0,3.9690431519699807,8.5,0
Gene_3750,1.0,8.0,3.7579737335834897,8.5,0
Gene_3749,1.0,8.0,3.196998123827392,8.5,0
Gene_3748,1.0,8.0,4.838649155722327,8.5,0
Gene_3747,1.0,8.0,4.716697936210132,8.5,0
Gene_3746,1.0,8.0,5.532833020637899,8.5,0
Gene_3745,1.0,8.0,5.210131332082551,8.5,0
Gene_3744,1.0,8.0,4.014071294559099,8.5,0
Gene_3775,1.0,8.0,5.311444652908067,8.5,0
Gene_3774,1.0,8.0,5.105065666041276,8.5,0
Gene_3773,1.0,8.0,4.848968105065666,8.5,0
Gene_3772,1.0,8.0,4.724202626641651,8.5,0
Gene_3771,1.0,8.0,5.164165103189493,8.5,0
Gene_3770,1.0,8.0,4.73921200750469,8.5,0
Gene_3769,1.0,8.0,3.5863039399624763,8.5,0
Gene_3768,1.0,8.0,5.863039399624766,8.5,0
Gene_3767,1.0,8.0,5.24859287054409,8.5,0
Gene_3766,1.0,8.0,4.966228893058162,8.5,0
Gene_3765,1.0,8.0,4.2711069418386485,8.5,0
Gene_3764,1.0,8.0,5.2514071294559095,8.5,0
Gene_3763,1.0,8.0,6.281425891181989,8.5,0
Gene_3762,1.0,8.0,5.528142589118199,8.5,0
Gene_3761,1.0,8.0,4.98968105065666,8.5,0
Gene_3760,1.0,8.0,4.065666041275797,8.5,0
Gene_3791,1.0,8.0,4.209193245778612,8.5,0
Gene_3790,1.0,8.0,6.386491557223265,8.5,0
Gene_3789,1.0,8.0,5.154784240150095,8.5,0
Gene_3788,1.0,8.0,5.509380863039399,8.5,0
Gene_3787,1.0,8.0,5.7485928705440905,8.5,0
Gene_3786,1.0,8.0,4.060975609756097,8.5,0
Gene_3785,1.0,8.0,3.3217636022514068,8.5,0
Gene_3784,1.0,8.0,4.361163227016886,8.5,0
Gene_3783,1.0,8.0,4.044090056285178,8.5,0
Gene_3782,1.0,8.0,3.559099437148218,8.5,0
Gene_3781,1.0,8.0,5.213883677298311,8.5,0
Gene_3780,1.0,8.0,5.138836772983114,8.5,0
Gene_3779,1.0,8.0,5.428705440900563,8.5,0
Gene_3778,1.0,8.0,5.378986866791745,8.5,0
Gene_3777,1.0,8.0,4.320825515947467,8.5,0
Gene_3776,1.0,8.0,5.24953095684803,8.5,0
Gene_3807,1.0,8.0,5.3076923076923075,8.5,0
Gene_3806,1.0,8.0,5.223264540337711,8.5,0
Gene_3805,1.0,8.0,5.120075046904315,8.5,0
Gene_3804,1.0,8.0,3.6510318949343334,8.5,0
Gene_3803,1.0,8.0,3.259849906191369,8.5,0
Gene_3802,1.0,8.0,6.1238273921200745,8.5,0
Gene_3801,1.0,8.0,4.5234521575984985,8.5,0
Gene_3800,1.0,8.0,3.9427767354596623,8.5,0
Gene_3799,1.0,8.0,3.5262664165103184,8.5,0
Gene_3798,1.0,8.0,5.021575984990619,8.5,0
Gene_3797,1.0,8.0,6.145403377110695,8.5,0
Gene_3796,1.0,8.0,5.551594746716698,8.5,0
Gene_3795,1.0,8.0,4.424015009380863,8.5,0
Gene_3794,1.0,8.0,5.774859287054409,8.5,0
Gene_3793,1.0,8.0,3.5694183864915567,8.5,0
Gene_3792,1.0,8.0,4.708255159474671,8.5,0
Gene_3823,1.0,8.0,5.098499061913696,8.5,0
Gene_3822,1.0,8.0,2.74577861163227,8.5,0
Gene_3821,1.0,8.0,4.01500938086304,8.5,0
Gene_3820,1.0,8.0,4.25515947467167,8.5,0
Gene_3819,1.0,8.0,4.0187617260787984,8.5,0
Gene_3818,1.0,8.0,5.436210131332082,8.5,0
Gene_3817,1.0,8.0,5.194183864915573,8.5,0
Gene_3816,1.0,8.0,5.702626641651031,8.5,0
Gene_3815,1.0,8.0,5.620075046904316,8.5,0
Gene_3814,1.0,8.0,4.437148217636022,8.5,0
Gene_3813,1.0,8.0,3.647279549718574,8.5,0
Gene_3812,1.0,8.0,4.123827392120075,8.5,0
Gene_3811,1.0,8.0,4.133208255159475,8.5,0
Gene_3810,1.0,8.0,4.932457786116323,8.5,0
Gene_3809,1.0,8.0,3.396810506566604,8.5,0
Gene_3808,1.0,8.0,4.367729831144465,8.5,0
Gene_3839,1.0,8.0,4.521575984990619,8.5,0
Gene_3838,1.0,8.0,3.909943714821763,8.5,0
Gene_3837,1.0,8.0,4.941838649155723,8.5,0
Gene_3836,1.0,8.0,4.886491557223264,8.5,0
Gene_3835,1.0,8.0,3.9896810506566602,8.5,0
Gene_3834,1.0,8.0,5.5553470919324575,8.5,0
Gene_3833,1.0,8.0,5.318949343339588,8.5,0
Gene_3832,1.0,8.0,5.51125703564728,8.5,0
Gene_3831,1.0,8.0,4.099437148217636,8.5,0
Gene_3830,1.0,8.0,5.122889305816135,8.5,0
Gene_3829,1.0,8.0,4.7363977485928705,8.5,0
Gene_3828,1.0,8.0,4.049718574108818,8.5,0
Gene_3827,1.0,8.0,5.825515947467167,8.5,0
Gene_3826,1.0,8.0,5.389305816135085,8.5,0
Gene_3825,1.0,8.0,5.345215759849906,8.5,0
Gene_3824,1.0,8.0,3.453095684803001,8.5,0
Gene_3855,1.0,8.0,4.276735459662289,8.5,0
Gene_3854,1.0,8.0,4.224202626641651,8.5,0
Gene_3853,1.0,8.0,5.619136960600375,8.5,0
